timestamp,pid,name,memory_percent,cpu_percent
2024-02-11 18:29:18.871018,7480,mosquitto.exe,0.0470366066746687,0.0
2024-02-11 18:29:18.871018,17468,Unity.exe,3.2654604224285477,0.0
2024-02-11 18:29:18.871018,29212,Unity.exe,9.214222376632812,0.0
2024-02-11 18:29:18.871018,29404,python3.10.exe,0.19190437781395256,0.0
2024-02-11 18:29:18.871018,39408,mongod.exe,2.2505398632752858,0.0
2024-02-11 18:29:18.871018,43124,python3.10.exe,0.13324549848474931,0.0
2024-02-11 18:29:18.871018,46356,python3.10.exe,0.22296347047532108,0.0
2024-02-11 18:29:18.871018,47620,Unity.exe,3.315110173918475,0.0
2024-02-11 18:29:38.908017,7480,mosquitto.exe,0.0470366066746687,0.0
2024-02-11 18:29:38.908017,17468,Unity.exe,3.2654604224285477,0.0
2024-02-11 18:29:38.908017,29212,Unity.exe,9.286992237964414,4.4
2024-02-11 18:29:38.908017,29404,python3.10.exe,0.19190437781395256,0.0
2024-02-11 18:29:38.908017,39408,mongod.exe,2.2505398632752858,0.0
2024-02-11 18:29:38.908017,43124,python3.10.exe,0.13359391779345056,0.1
2024-02-11 18:29:38.908017,46356,python3.10.exe,0.22286392210140643,0.0
2024-02-11 18:29:38.908017,47620,Unity.exe,3.3151350610119543,0.0
2024-02-11 18:29:58.982908,7480,mosquitto.exe,0.0470366066746687,0.0
2024-02-11 18:29:58.982908,17468,Unity.exe,3.3120739485140787,5.4
2024-02-11 18:29:58.982908,29212,Unity.exe,9.536385801714074,72.1
2024-02-11 18:29:58.982908,29404,python3.10.exe,0.19190437781395256,0.0
2024-02-11 18:29:58.982908,39408,mongod.exe,2.2505398632752858,0.2
2024-02-11 18:29:58.982908,43124,python3.10.exe,0.1336934661673652,0.2
2024-02-11 18:29:58.982908,46356,python3.10.exe,0.22316256722315037,0.0
2024-02-11 18:29:58.982908,47620,Unity.exe,3.3539838139321434,5.4
2024-02-11 18:30:19.062739,7480,mosquitto.exe,0.0470366066746687,0.0
